row_id,price_single,price_min,price_max,log_price_single,log_price_min,log_price_max,durasi_hari,log_durasi,rating_imputed,has_rating,skill_count,has_premium_skill,price_range_width,has_price_range,title_length,title_word_count,desc_length,has_description,has_urgency,is_service_based,kategori_Grafis & Desain,kategori_Pemasaran & Periklanan,kategori_Penulisan & Penerjemahan,kategori_Visual & Audio,kategori_Web dan Pemrograman,platform_fastwork,platform_projects,platform_sribu,skill_seo,skill_logo_design,skill_video_editing,skill_tiktok_ads,skill_translation,skill_ui_ux_design,skill_content_writing,skill_animation,skill_instagram,skill_wordpress,skill_machine_learning,skill_data_analysis,skill_figma,skill_branding,skill_excel,skill_flutter,skill_google_ads,skill_python,skill_canva,skill_copywriting,skill_react,skill_laravel,skill_kotlin,skill_data_science,skill_html_css,skill_deep_learning,skill_meta_ads,skill_react_native,skill_php,skill_java,skill_javascript,skill_nextjs,skill_facebook_ads,skill_after_effects,skill_3d_modeling,skill_video_production,skill_tableau,skill_power_bi,skill_running,skill_adobe_xd,skill_mobile_programming,skill_swift,skill_website_building,skill_laravel_framework,skill_website
220,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,30.0,3.4339872044851463,5.0,1,1,1,0.0,0,47,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,5000000.0,5000000.0,5000000.0,15.424948670398354,15.424948670398354,15.424948670398354,30.0,3.4339872044851463,4.9,1,0,0,0.0,0,32,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,300000.0,300000.0,300000.0,12.611541086966115,12.611541086966115,12.611541086966115,3.0,1.3862943611198906,5.0,1,1,1,0.0,0,76,13,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,3.0,1.3862943611198906,5.0,1,0,0,0.0,0,29,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,2.0,1.0986122886681098,5.0,1,0,0,0.0,0,76,13,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,2.0,1.0986122886681098,4.9,1,1,1,0.0,0,83,11,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,4000000.0,4000000.0,4000000.0,15.201805169084134,15.201805169084134,15.201805169084134,15.0,2.772588722239781,5.0,1,0,0,0.0,0,29,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,7.0,2.0794415416798357,5.0,1,2,1,0.0,0,88,14,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,7.0,2.0794415416798357,5.0,1,0,0,0.0,0,70,10,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,200000.0,200000.0,200000.0,12.206077645517674,12.206077645517674,12.206077645517674,1.0,0.6931471805599453,5.0,1,1,1,0.0,0,78,13,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,200000.0,200000.0,200000.0,12.206077645517674,12.206077645517674,12.206077645517674,2.0,1.0986122886681098,4.9,1,0,0,0.0,0,54,7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,14.0,2.70805020110221,5.0,1,0,0,0.0,0,34,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,1599000.0,1599000.0,1599000.0,14.284889617206765,14.284889617206765,14.284889617206765,30.0,3.4339872044851463,5.0,1,0,0,0.0,0,53,8,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,10.0,2.3978952727983707,4.9,1,2,1,0.0,0,88,12,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
234,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,14.0,2.70805020110221,5.0,1,0,0,0.0,0,35,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,2.0,1.0986122886681098,5.0,1,0,0,0.0,0,78,11,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,7.0,2.0794415416798357,5.0,1,1,1,0.0,0,66,8,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,1.0,0.6931471805599453,5.0,1,3,1,0.0,0,58,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,30.0,3.4339872044851463,5.0,1,0,0,0.0,0,58,9,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,2.0,1.0986122886681098,4.8,1,0,0,0.0,0,73,10,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,1.0,0.6931471805599453,4.9,1,3,1,0.0,0,45,7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,2.0,1.0986122886681098,4.9,1,0,0,0.0,0,39,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,30.0,3.4339872044851463,4.9,1,1,1,0.0,0,45,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,10.0,2.3978952727983707,4.9,1,2,1,0.0,0,95,12,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
244,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,30.0,3.4339872044851463,4.9,1,3,1,0.0,0,57,9,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,1.0,0.6931471805599453,5.0,1,1,1,0.0,0,76,11,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,5.0,1.791759469228055,5.0,1,4,1,0.0,0,59,8,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,4.0,1.6094379124341003,5.0,1,1,1,0.0,0,67,10,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,3.0,1.3862943611198906,5.0,1,4,1,0.0,0,97,13,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,10.0,2.3978952727983707,5.0,1,1,0,0.0,0,37,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,7.0,2.0794415416798357,4.8,1,0,0,0.0,0,63,8,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,1.0,0.6931471805599453,4.8,1,3,1,0.0,0,95,12,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,5.0,1.791759469228055,4.9,1,1,1,0.0,0,77,10,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,2.0,1.0986122886681098,5.0,1,2,1,0.0,0,86,15,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,4500000.0,4500000.0,4500000.0,15.319588176962746,15.319588176962746,15.319588176962746,30.0,3.4339872044851463,5.0,1,0,0,0.0,0,36,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,2.0,1.0986122886681098,4.9,1,1,0,0.0,0,62,7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
256,2500000.0,2500000.0,2500000.0,14.731801689838349,14.731801689838349,14.731801689838349,10.0,2.3978952727983707,5.0,1,0,0,0.0,0,95,17,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,7.0,2.0794415416798357,5.0,1,1,1,0.0,0,81,12,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,2000000.0,2000000.0,2000000.0,14.508658238524095,14.508658238524095,14.508658238524095,10.0,2.3978952727983707,5.0,1,0,0,0.0,0,43,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,200000.0,200000.0,200000.0,12.206077645517674,12.206077645517674,12.206077645517674,1.0,0.6931471805599453,4.9,1,2,1,0.0,0,66,10,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,7.0,2.0794415416798357,4.8,1,0,0,0.0,0,55,8,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,2.0,1.0986122886681098,4.9,1,0,0,0.0,0,28,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,1.0,0.6931471805599453,4.6,1,1,1,0.0,0,30,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,3.0,1.3862943611198906,5.0,1,1,1,0.0,0,47,7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,1.0,0.6931471805599453,5.0,1,0,0,0.0,0,57,7,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,5.0,1.791759469228055,5.0,0,1,1,0.0,0,36,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,3.0,1.3862943611198906,5.0,0,1,1,0.0,0,50,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,1600000.0,1600000.0,1600000.0,14.285514812209815,14.285514812209815,14.285514812209815,1.0,0.6931471805599453,5.0,0,0,0,0.0,0,31,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,1.0,0.6931471805599453,5.0,0,0,0,0.0,0,66,12,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,15.0,2.772588722239781,5.0,0,1,1,0.0,0,50,7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,1800000.0,1800000.0,1800000.0,14.403297778421795,14.403297778421795,14.403297778421795,8.0,2.1972245773362196,5.0,0,0,0,0.0,0,95,17,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,5000000.0,5000000.0,5000000.0,15.424948670398354,15.424948670398354,15.424948670398354,7.0,2.0794415416798357,5.0,0,0,0,0.0,0,77,13,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,3.0,1.3862943611198906,5.0,0,0,0,0.0,0,37,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,5.0,1.791759469228055,5.0,0,4,1,0.0,0,81,10,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
274,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,7.0,2.0794415416798357,5.0,0,0,0,0.0,0,49,8,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,2500000.0,2500000.0,2500000.0,14.731801689838349,14.731801689838349,14.731801689838349,7.0,2.0794415416798357,5.0,0,0,0,0.0,0,68,11,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,1.0,0.6931471805599453,5.0,0,2,1,0.0,0,55,9,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,2500000.0,2500000.0,2500000.0,14.731801689838349,14.731801689838349,14.731801689838349,5.0,1.791759469228055,5.0,0,0,0,0.0,0,69,11,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,3.0,1.3862943611198906,5.0,0,2,1,0.0,0,38,7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,3.0,1.3862943611198906,5.0,0,0,0,0.0,0,58,8,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,2500000.0,2500000.0,2500000.0,14.731801689838349,14.731801689838349,14.731801689838349,7.0,2.0794415416798357,5.0,0,0,0,0.0,0,59,10,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,2500000.0,2500000.0,2500000.0,14.731801689838349,14.731801689838349,14.731801689838349,7.0,2.0794415416798357,5.0,0,0,0,0.0,0,61,10,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,2500000.0,2500000.0,2500000.0,14.731801689838349,14.731801689838349,14.731801689838349,7.0,2.0794415416798357,5.0,0,0,0,0.0,0,57,11,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,7.0,2.0794415416798357,5.0,1,0,0,0.0,0,46,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,300000.0,300000.0,300000.0,12.611541086966115,12.611541086966115,12.611541086966115,3.0,1.3862943611198906,4.9,1,0,0,0.0,0,49,7,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,1.0,0.6931471805599453,5.0,0,3,1,0.0,0,74,10,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,14.0,2.70805020110221,4.9,1,0,0,0.0,0,31,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,5000000.0,5000000.0,5000000.0,15.424948670398354,15.424948670398354,15.424948670398354,90.0,4.51085950651685,4.8,1,0,0,0.0,0,46,7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,3.0,1.3862943611198906,5.0,0,1,1,0.0,0,66,7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,1500000.0,1500000.0,1500000.0,14.220976332738882,14.220976332738882,14.220976332738882,3.0,1.3862943611198906,5.0,0,0,0,0.0,0,23,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
