platform,kategori_utama,sub_kategori,judul_listing,harga,rating,jumlah_order,durasi_hari,skills,url_listing
fastwork,Web dan Pemrograman,Mobile Application,"Pembuatan Aplikasi Android Native Berkualitas, Modern, dan Murah!",200000.0,5.0,9.0,1.0,,https://fastwork.id/user/rahmadnoor/mobile-application-59582315?badges=milestone%2Crehire&page=1&position=1&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Android/iOS Terbaik (Java/kotlin/Flutter) Kustom Aplikasi Berkualitas,200000.0,4.9,9.0,1.0,"Java, Kotlin, Flutter",https://fastwork.id/user/buildappswithbagas/mobile-application-25599468?badges=milestone&page=1&position=2&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Aplikasi Custom Android & Web untuk Bisnis dan Perusahaan [GRATIS KONSULTASI],7000000.0,4.8,62.0,30.0,,https://fastwork.id/user/risalfajar/mobile-application-81060112?badges=specialist&page=1&position=3&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Android Jasa Aplikasi Android (Flutter/Native) - Cepat Murah dan Berkualitas,200000.0,4.9,158.0,7.0,Flutter,https://fastwork.id/user/buildappswithbagas/mobile-application-35082313?badges=milestone%2Crehire&page=1&position=4&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Pembuatan Aplikasi Android Profesional & Jasa Perbaikan Bug Aplikasi,200000.0,4.9,33.0,1.0,,https://fastwork.id/user/rahmadnoor/mobile-application-61247748?badges=milestone&page=1&position=5&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Pembuatan Aplikasi Android Native Berkualitas dan Terjangkau!,1500000.0,,,,,https://fastwork.id/user/evins1/mobile-application-50488538?badges=&page=1&position=6&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Upload Aplikasi Android APK Playstore Cepat Murah Garansi Tayang,1500000.0,5.0,5.0,3.0,,https://fastwork.id/user/miko_elino/mobile-application-72219485?badges=&page=1&position=7&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,"Cross Platform Mobile App Development Flutter, React Native, Kotlin/java",1500000.0,4.9,27.0,8.0,"React, Java, Kotlin, Flutter, React Native",https://fastwork.id/user/abangweb/mobile-application-72482335?badges=milestone%2Crehire&page=1&position=8&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Mobile dengan AppSheet,1500000.0,5.0,3.0,3.0,,https://fastwork.id/user/ardhi.yudha.id/mobile-application-93846232?badges=milestone&page=1&position=9&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Aplikasi Android / iOS Specialist Berkualitas Dengan Flutter Development,200000.0,4.8,193.0,1.0,Flutter,https://fastwork.id/user/yosuatrg7/mobile-application-13339023?badges=milestone%2Crehire&page=1&position=10&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Flutter Mobile App Specialist | Clean & Responsive Figma to Flutter,1500000.0,,2.0,7.0,"Flutter, Figma",https://fastwork.id/user/gianrey/mobile-application-95464325?badges=&page=1&position=11&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,MobileApps Specialist iOS & Android dengan Integrasi IOT dan AI Full Custom dari 0,1500000.0,4.8,244.0,1.0,,https://fastwork.id/user/nornsid/mobile-application-72902549?badges=specialist%2Cpro%2Cmilestone&page=1&position=12&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Android Media Pembelajaran Interaktif (Android Studio – Java/Kotlin),1500000.0,5.0,4.0,7.0,"Java, Kotlin",https://fastwork.id/user/waans14/mobile-application-43320299?badges=&page=1&position=13&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Mobile App (Flutter) Android & IOS,1500000.0,5.0,14.0,3.0,Flutter,https://fastwork.id/user/yosuatrg7/mobile-application-63489996?badges=milestone&page=1&position=14&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Android & iOS dengan Flutter – Cepat & Berkualitas,1500000.0,4.9,45.0,1.0,Flutter,https://fastwork.id/user/jordydave/mobile-application-43214825?badges=milestone&page=1&position=15&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Pembuatan Aplikasi Mobile menggunakan Flutter/React Native,200000.0,,1.0,14.0,"React, Flutter, React Native",https://fastwork.id/user/nurram/mobile-application-68170573?badges=&page=1&position=16&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Mobile Android & iOS dengan Flutter / React Native,500000.0,4.8,9.0,1.0,"React, Flutter, React Native",https://fastwork.id/user/riowebdev/mobile-application-77210233?badges=milestone%2Crehire&page=1&position=17&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Android dan IOS Custom,1500000.0,5.0,1.0,14.0,,https://fastwork.id/user/herdyna/mobile-application-21025206?badges=&page=1&position=18&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Android/iOS dengan Cepat dan Berkualiatas,1500000.0,5.0,1.0,3.0,,https://fastwork.id/user/yosuatrg7/mobile-application-94468976?badges=&page=1&position=19&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,(FREE KONSULTASI) Jasa Convert Website Ke Android Apk / WEBVIEW,1500000.0,5.0,10.0,3.0,,https://fastwork.id/user/putueka/mobile-application-30806771?badges=&page=1&position=20&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Mobile menggunakan Flutter,1500000.0,5.0,4.0,3.0,Flutter,https://fastwork.id/user/rizkypsr/mobile-application-94109132?badges=&page=1&position=21&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Pembuatan Aplikasi Mobile Android & iOS dengan React Native,1500000.0,5.0,7.0,14.0,"React, React Native",https://fastwork.id/user/spamungkas/mobile-application-75550824?badges=milestone&page=1&position=22&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Aplikasi Android & iOS Flutter / React Native + Laravel / Firebase,2999999.0,5.0,2.0,5.0,"React, Laravel, Flutter, React Native, Firebase",https://fastwork.id/user/imamam/mobile-application-39141301?badges=&page=1&position=23&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Android (Java/Kotlin/Flutter) Custom App | UMKM,200000.0,5.0,84.0,1.0,"Java, Kotlin, Flutter",https://fastwork.id/user/bikin.app/mobile-application-50153414?badges=rehire&page=1&position=24&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Pembuatan Aplikasi Andorid E-Commerse -,1500000.0,5.0,8.0,90.0,,https://fastwork.id/user/dannub/mobile-application-18565891?badges=&page=1&position=25&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Membuat Aplikasi Android dan IOS Dengan React Native atau flutter,1500000.0,4.9,16.0,3.0,"React, Flutter, React Native",https://fastwork.id/user/putueka/mobile-application-10271829?badges=&page=1&position=26&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Aplikasi Android Native (Jetpack Compose Bisa),1500000.0,4.9,14.0,5.0,,https://fastwork.id/user/rivaldofez/mobile-application-75535327?badges=rehire&page=1&position=27&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Pembuatan Aplikasi Mobile Hybrid dengan Flutter,1500000.0,5.0,1.0,30.0,Flutter,https://fastwork.id/user/paloearit/mobile-application-54681459?badges=&page=1&position=28&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Pembuatan Aplikasi Android & iOS,5000000.0,4.9,16.0,30.0,,https://fastwork.id/user/egalable/mobile-application-70500668?badges=milestone%2Crehire&page=1&position=29&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,"Android App Pro: Kotlin + Appwrite Backend – Scalable, Secure & Super Cepat!",300000.0,5.0,1.0,3.0,Kotlin,https://fastwork.id/user/lastare/mobile-application-75447360?badges=&page=1&position=30&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Buat Aplikasi Berbasis Mobile,1500000.0,5.0,1.0,3.0,,https://fastwork.id/user/kikirama7/mobile-application-24545475?badges=&page=1&position=31&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Pembuatan Aplikasi Android & iOS Flutter,15000000.0,5.0,2.0,30.0,Flutter,https://fastwork.id/user/hahnz_38/mobile-application-52879545?badges=milestone&page=1&position=32&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Buat Aplikasi Android dari Website (WebView) – Siap Rilis di Play Store,1500000.0,5.0,6.0,2.0,,https://fastwork.id/user/miko_elino/mobile-application-54273913?badges=&page=1&position=33&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Profesional Flutter untuk Android dan iOS: Maksimalkan Potensi Aplikasi Mobile Anda,1500000.0,4.9,54.0,2.0,Flutter,https://fastwork.id/user/imamam/mobile-application-82420357?badges=milestone%2Crehire&page=1&position=34&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Development Aplikasi Restoran,4000000.0,5.0,2.0,15.0,,https://fastwork.id/user/risalfajar/mobile-application-10520157?badges=&page=1&position=35&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,APLIKASI APP SHEET,1500000.0,5.0,5.0,2.0,,https://fastwork.id/user/djwhgiky/mobile-application-94973158?badges=&page=1&position=36&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Android Dengan Android Studio (Java & Kotlin) Free Desain & Logo,1500000.0,5.0,6.0,7.0,"Java, Kotlin",https://fastwork.id/user/waans14/mobile-application-79378918?badges=&page=1&position=37&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Aplikasi Instan Berbasis iOS atau Android untuk Bisnis atau Organisasi,1500000.0,5.0,5.0,7.0,,https://fastwork.id/user/dardadnanp/mobile-application-59785243?badges=&page=1&position=38&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Mobile Flutter (Android & ios) / Error atau Bug Fixing,200000.0,5.0,9.0,1.0,Flutter,https://fastwork.id/user/fulung/mobile-application-63630459?badges=&page=1&position=39&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,"Pembuatan Aplikasi (Android, IOs, Windows, MacOs, Web)",200000.0,4.9,139.0,2.0,,https://fastwork.id/user/agung911/mobile-application-27114725?badges=specialist%2Cmilestone&page=1&position=40&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,JASA PEMBUATAN APLIKASI WEB/MOBILE,1500000.0,5.0,1.0,14.0,,https://fastwork.id/user/galangraka/mobile-application-73168270?badges=&page=2&position=1&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Augmented Reality pada Android dan iOS,1599000.0,5.0,3.0,30.0,,https://fastwork.id/user/prasetion/mobile-application-34263744?badges=&page=2&position=2&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,"Pembuatan Aplikasi Android & iOS Profesional (Kotlin, SwiftUI, Jetpack Compose, CMP, AI)",1500000.0,4.9,79.0,10.0,"Kotlin, Swift",https://fastwork.id/user/rijalmyd/mobile-application-73839918?badges=specialist%2Cmilestone%2Crehire&page=2&position=3&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Ojek Online,1500000.0,5.0,11.0,14.0,,https://fastwork.id/user/daeng27/mobile-application-17152614?badges=&page=2&position=4&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Mengubah Website Menjadi Aplikasi Android dan upload Aplikasi Ke Playtore,1500000.0,5.0,1.0,2.0,,https://fastwork.id/user/daeng27/mobile-application-58624098?badges=&page=2&position=5&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Maintenance Aplikasi dan Pembuatan Aplikasi Flutter Android (Dart),1500000.0,5.0,5.0,7.0,Flutter,https://fastwork.id/user/yaumilrama/mobile-application-70172250?badges=rehire&page=2&position=6&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,✅ Aplikasi Android dan iOS (Java/Kotlin/Flutter)Terjangkau,1500000.0,5.0,19.0,1.0,"Java, Kotlin, Flutter",https://fastwork.id/user/yudanf/mobile-application-15329391?badges=milestone&page=2&position=7&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Virtual Reality pada Android & iOS,1500000.0,5.0,6.0,30.0,,https://fastwork.id/user/prasetion/mobile-application-74747332?badges=&page=2&position=8&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,"Jasa Pembuatan Aplikasi Android Untuk Bisnis, Sekolah, dan Custom Request",1500000.0,4.8,23.0,2.0,,https://fastwork.id/user/alfifilsa/mobile-application-31086452?badges=milestone%2Crehire&page=2&position=9&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Aplikasi Android Custom (React Native / Java),1500000.0,4.9,31.0,1.0,"React, Java, React Native",https://fastwork.id/user/surya432/mobile-application-55846058?badges=rehire&page=2&position=10&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Pembuatan Aplikasi Untuk Website Anda -,1500000.0,4.9,47.0,2.0,,https://fastwork.id/user/zulmidev/mobile-application-71128513?badges=&page=2&position=11&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Mobile Dengan Flutter,1500000.0,4.9,13.0,30.0,Flutter,https://fastwork.id/user/srmdhn65/mobile-application-78909298?badges=&page=2&position=12&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,"Jasa Pembuatan Aplikasi Android & iOS (Jetpack Compose, Kotlin, SwiftUI, Compose Multiplatform)",1500000.0,4.9,19.0,10.0,"Kotlin, Swift",https://fastwork.id/user/rijalmyd/mobile-application-98119485?badges=specialist%2Cmilestone%2Crehire&page=2&position=13&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,"DEVELOP ANDROID APPS NATIVE WITH JAVA, KOTLIN AND FLUTTER",1500000.0,4.9,38.0,30.0,"Java, Kotlin, Flutter",https://fastwork.id/user/sukowidodo/mobile-application-85953347?badges=&page=2&position=14&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Bangun Aplikasi Mobile (Android & iOS) dengan Kotlin & Compose Multiplatform,1500000.0,5.0,1.0,1.0,Kotlin,https://fastwork.id/user/ahmdnthn/mobile-application-52963419?badges=&page=2&position=15&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Android Kotlin Flutter React Native,1500000.0,5.0,7.0,5.0,"React, Kotlin, Flutter, React Native",https://fastwork.id/user/umdubgox/mobile-application-18808343?badges=rehire&page=2&position=16&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,"Pembuatan Aplikasi Android (Kotlin XML, Kotlin Compose) dan Bug Fix",1500000.0,5.0,17.0,4.0,Kotlin,https://fastwork.id/user/alimsuma/mobile-application-71735899?badges=milestone%2Crehire&page=2&position=17&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,"Jasa Pembuatan Aplikasi Android/ iOS (Flutter) Full Custom (SQLite, Firebase, MySQL, MongoDB, AI)",1500000.0,5.0,28.0,3.0,"Flutter, MySQL, MongoDB, Firebase",https://fastwork.id/user/khubah/mobile-application-67021640?badges=milestone%2Crehire&page=2&position=18&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Aplikasi iOS Native (UIKit / SwiftUI),1500000.0,5.0,11.0,10.0,Swift,https://fastwork.id/user/rivaldofez/mobile-application-45916177?badges=specialist&page=2&position=19&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Android Apps Development | Pengembangan Aplikasi Mobile Android,1500000.0,4.8,7.0,7.0,,https://fastwork.id/user/anggaj14/mobile-application-17070622?badges=&page=2&position=20&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,"Jasa Pembuatan Aplikasi Android (Java/Kotlin/Flutter), Custom Apps dari 0 Murah dan Berkualitas",1500000.0,4.8,3.0,1.0,"Java, Kotlin, Flutter",https://fastwork.id/user/buildappswithbagas/mobile-application-22140769?badges=milestone&page=2&position=21&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,[HARGA PROMO] Pembuatan Aplikasi Android Dengan Flutter Sesuai Kebutuhan Anda,1500000.0,4.9,13.0,5.0,Flutter,https://fastwork.id/user/kavarera/mobile-application-88194110?badges=milestone%2Crehire&page=2&position=22&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,"Aplikasi web html interaktif tanpa coding, bisa di HP, cocok untuk UMKM & edukasi anak",1500000.0,5.0,1.0,2.0,,https://fastwork.id/user/kharisma88/mobile-application-85778718?badges=&page=2&position=23&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Mobile(Android/IOS)/Website/Software Custom Standard Enterprise,20000000.0,5.0,2.0,75.0,,https://fastwork.id/user/rony_eng/mobile-application-18421866?badges=milestone&page=2&position=24&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,PEMBUATAN MOBILE DAN WEB APPLICATION,4500000.0,5.0,7.0,30.0,,https://fastwork.id/user/rully15/mobile-application-93324604?badges=specialist&page=2&position=25&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Pembuatan Aplikasi Augmented Reality Interaktif dengan Unity3D,1500000.0,4.9,33.0,2.0,,https://fastwork.id/user/m_agung68/mobile-application-58449676?badges=rehire&page=2&position=26&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Android & iOS Sesuai Kebutuhan – Siap Publish di Play Store & App Store,2500000.0,5.0,1.0,10.0,,https://fastwork.id/user/lenioktaviani/mobile-application-30403988?badges=&page=2&position=27&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Mobile App Profesional dengan Flutter untuk Android & iOS,1500000.0,5.0,7.0,7.0,Flutter,https://fastwork.id/user/rizkygho/mobile-application-84860891?badges=milestone&page=2&position=28&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,"Jasa Pembuatan Website, Aplikasi Ponsel, QA",2000000.0,5.0,13.0,10.0,,https://fastwork.id/user/pieterkd/mobile-application-16117437?badges=rehire&page=2&position=29&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Expert Mobile App Developer (Flutter/Kotlin) + Backend & Web Admin,200000.0,4.9,22.0,1.0,"Kotlin, Flutter",https://fastwork.id/user/nurram/mobile-application-97909837?badges=milestone&page=2&position=30&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Android - Murah Dan Profesional,1500000.0,4.8,125.0,7.0,,https://fastwork.id/user/ilisium/mobile-application-47224526?badges=&page=2&position=31&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,DEVELOP ANDROID APPLICATIONS,1500000.0,4.9,32.0,2.0,,https://fastwork.id/user/ardzifir/mobile-application-53459611?badges=rehire&page=2&position=32&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Aplikasi Mobile Dengan Flutter,1500000.0,4.6,4.0,1.0,Flutter,https://fastwork.id/user/efril0204/mobile-application-19897123?badges=milestone&page=2&position=33&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Mobile Apps Development Android & IOS (Flutter),1500000.0,5.0,21.0,3.0,Flutter,https://fastwork.id/user/nandaradit/mobile-application-22303623?badges=rehire&page=2&position=34&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi & Website Terintegrasi (All-in-One Solution),6740000.0,,,,,https://fastwork.id/user/rehagelgate/mobile-application-81392014?badges=&page=2&position=35&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Pembuatan Mobile Application dengan profesional dan cepat,1500000.0,5.0,3.0,1.0,,https://fastwork.id/user/richofedhia/mobile-application-16450611?badges=&page=2&position=36&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Make Mobile Application with Flutter,1500000.0,,,5.0,Flutter,https://fastwork.id/user/sniren/mobile-application-82829409?badges=&page=2&position=37&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Mobile Android FlutterFlow,1500000.0,,,3.0,Flutter,https://fastwork.id/user/hopexxx/mobile-application-41095940?badges=&page=2&position=38&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Android,1600000.0,,,1.0,,https://fastwork.id/user/rap195/mobile-application-33821077?badges=&page=2&position=39&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,PEMBUATAN MOBILE APP ANDROID DAN IOS | MURAH + CEPAT + PROFESIONAL,1500000.0,,,1.0,,https://fastwork.id/user/revierchristy/mobile-application-95017710?badges=milestone&page=2&position=40&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Pembuatan Aplikasi Mobile dan Jasa Slicing Flutter,1500000.0,,,15.0,Flutter,https://fastwork.id/user/vantqabv/mobile-application-94909014?badges=milestone&page=3&position=1&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Android & iOS Sesuai Kebutuhan – Siap Publish di Play Store & App Store,1800000.0,,,8.0,,https://fastwork.id/user/lutfiahrizz/mobile-application-72921271?badges=&page=3&position=2&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,"Jasa Pembuatan Aplikasi Mobile Android & iOS (Katalog, LMS, POS & Custom App)",5000000.0,,,7.0,,https://fastwork.id/user/sendyland/mobile-application-38398176?badges=milestone&page=3&position=3&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Android & iOS,1500000.0,,,3.0,,https://fastwork.id/user/varrel90/mobile-application-75713867?badges=&page=3&position=4&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,"Pengembangan API & Aplikasi Fullstack Custom (Laravel, Node.js, Next.js, Flutter)",1500000.0,,,5.0,"Next.js, Laravel, Node.js, Flutter",https://fastwork.id/user/febriansyah.dev/mobile-application-22692138?badges=&page=3&position=5&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Web dan Mobile Full Stack,1500000.0,,,7.0,,https://fastwork.id/user/fahmip1/mobile-application-83746466?badges=&page=3&position=6&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Keuangan & Kasir (POS) Bisnis + Integrasi AI,2500000.0,,,7.0,,https://fastwork.id/user/dickygaluhkrnwn/mobile-application-16531140?badges=&page=3&position=7&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Mobile App (Flutter) Android | Convert Figma to Flutter,1500000.0,,,1.0,"Flutter, Figma",https://fastwork.id/user/lutfiahrizz/mobile-application-60228534?badges=&page=3&position=8&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Mobile Premium (Android & iOS) + Integrasi AI,2500000.0,,,5.0,,https://fastwork.id/user/dickygaluhkrnwn/mobile-application-98572599?badges=&page=3&position=9&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Slicing Mobile App – React Native,1500000.0,,,3.0,"React, React Native",https://fastwork.id/user/fadhildwia/mobile-application-43786034?badges=&page=3&position=10&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,"Jasa Pembuatan Website, Sistem Informasi & Aplikasi Mobile",1500000.0,,,3.0,,https://fastwork.id/user/yuslianagadis/mobile-application-77667542?badges=&page=3&position=11&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Sosial Media & Forum Komunitas + AI,2500000.0,,,7.0,,https://fastwork.id/user/dickygaluhkrnwn/mobile-application-37266481?badges=&page=3&position=12&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi E-Learning & Kursus Online + Tutor AI,2500000.0,,,7.0,,https://fastwork.id/user/dickygaluhkrnwn/mobile-application-98228455?badges=&page=3&position=13&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Absensi Karyawan & HRD + GPS & AI,2500000.0,,,7.0,,https://fastwork.id/user/dickygaluhkrnwn/mobile-application-56763749?badges=&page=3&position=14&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Mobile Developement,2000000.0,,,30.0,,https://fastwork.id/user/jasonevan/mobile-application-90930613?badges=&page=3&position=15&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Aplikasi Mobile Cross-platform (iOS & Android),1500000.0,5.0,18.0,7.0,,https://fastwork.id/user/rezza.ilmi/mobile-application-30264029?badges=milestone&page=3&position=16&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Pembuatan Aplikasi Mobile - Cepat dan Berkualitas,300000.0,4.9,170.0,3.0,,https://fastwork.id/user/nurram/mobile-application-59478704?badges=milestone%2Crehire&page=3&position=17&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Jasa Pembuatan Aplikasi Mobile Android & iOS Custom (Flutter/React Native),1500000.0,,,1.0,"React, Flutter, React Native",https://fastwork.id/user/lazuardi21/mobile-application-26413066?badges=&page=3&position=18&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Membuat Aplikasi berbasis AR/VR,1500000.0,4.9,21.0,14.0,,https://fastwork.id/user/mariefismi/mobile-application-22074425?badges=&page=3&position=19&source=browse&subcategorySlug=mobile-application
fastwork,Web dan Pemrograman,Mobile Application,Pembuatan Aplikasi Ojek Online Android dan iOS,5000000.0,4.8,5.0,90.0,,https://fastwork.id/user/egalable/mobile-application-96200256?badges=milestone%2Crehire&page=3&position=20&source=browse&subcategorySlug=mobile-application
