platform,kategori_utama,sub_kategori,judul_listing,harga,rating,jumlah_order,durasi_hari,skills,url_listing,harga_raw,rating_raw,jumlah_order_raw,durasi_raw
sribu,Grafis & Desain,Logo Design,Desain Logo UMKM/ Bisnis/ Brand/ Perusahaan,300000.0,5.0,,5.0,,https://www.sribu.com/id/users/akuherditio/desain-logo-umkm-bisnis-brand-perusahaan-cc9f546c-3302-4659-b402-da2760c62ab1,Rp300.000,5.0,,5 Hari Pengerjaan3 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo Perusahaan Bisnis UMKM Professional,1600000.0,5.0,,3.0,,https://www.sribu.com/id/users/sy4r1f_h1d4y4t/desain-logo-perusahaan-bisnis-umkm-professional-ed3664d3-c910-4197-9739-cb89bc874264,Rp1.600.000,5.0,,3 Hari Pengerjaan2 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo Eksklusif Dijamin Tampil Beda,300000.0,5.0,,4.0,,https://www.sribu.com/id/users/wahyu3000/desain-logo-eksklusif-dijamin-tampil-beda-026bcac2-553b-48f9-ae0b-24c4856542f7,Rp300.000,5.0,,Respon Chat4 hariProyek Berjalan0
sribu,Grafis & Desain,Logo Design,Desain Logo Berkualitas untuk Perusahaan anda,500000.0,5.0,,1.0,,https://www.sribu.com/id/users/Gildesign/desain-logo-berkualitas-untuk-perusahaan-anda-d2fb9ca1-58b1-43e1-85f1-2d0bcd908139,Rp500.000,5.0,,Respon Chat2 jamProyek Berjalan0
sribu,Grafis & Desain,Logo Design,Desainer Logo Modern Simple,200000.0,5.0,,3.0,,https://www.sribu.com/id/users/Alicreative.id/desainer-logo-modern-simple-016c687e-3a13-4068-9495-7666174143b2,Rp200.000,5.0,,3 Hari Pengerjaan1 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo untuk Berbagai Kebutuhan,750000.0,5.0,,3.0,,https://www.sribu.com/id/users/Wenny_B7/desain-logo-untuk-berbagai-kebutuhan-34103c6d-8c3c-4b25-b163-6debd179bcdf,Rp750.000,5.0,,3 Hari Pengerjaan2 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo ( Paket Hemat Jpg) ,150000.0,5.0,,12.0,,https://www.sribu.com/id/users/krishnamurti/desain-logo-paket-hemat-jpg-9717b82a-a2b7-4556-a257-d7a576c73d3c,Rp150.000,5.0,,Promo berakhir dalam 12 Hari Lagi!
sribu,Grafis & Desain,Logo Design,Desain Logo Stationery Brand Guidelines Perusahaan,300000.0,5.0,,1.0,,https://www.sribu.com/id/users/charlydwi/desain-logo-stationery-brand-guidelines-perusahaan-6cda2215-9e3d-4265-8fae-0f97c76824be,Rp300.000,5.0,,Respon Chat3 jamProyek Berjalan0
sribu,Grafis & Desain,Logo Design,Desain Logo Perusahaan & Brand UMKM Profesional,250000.0,5.0,,3.0,,https://www.sribu.com/id/users/charlydwi/desain-logo-perusahaan-and-brand-umkm-profesional-a9f956c3-f82a-4cb5-9de1-3fb704521a94,Rp250.000,5.0,Ulasan dari Pembeli,(Estimasi pengerjaan 2 - 3 hari kerja)
sribu,Grafis & Desain,Logo Design,Jasa Logo UMKM Skincare Perawatan Kesehatan Parfum,250000.0,5.0,,3.0,,https://www.sribu.com/id/users/charlydwi/jasa-logo-umkm-skincare-perawatan-kesehatan-parfum-c725a64b-efca-4dba-8d07-2aad7b9661dd,Rp250.000,5.0,,(Estimasi pengerjaan 2 - 3 hari kerja)
sribu,Grafis & Desain,Logo Design,Desain Logo Komunitas UMKM Organisasi & Perusahaan,250000.0,5.0,,3.0,,https://www.sribu.com/id/users/charlydwi/desain-logo-komunitas-umkm-organisasi-and-perusahaan-4e8a64b7-efee-4b70-937c-7bd358bea7b7,Rp250.000,5.0,,(Estimasi pengerjaan 2 - 3 hari kerja)
sribu,Grafis & Desain,Logo Design,DESAIN LOGO GAME ,100000.0,5.0,,2.0,,https://www.sribu.com/id/users/ayubvirtadanu575/desain-logo-game-a344ce14-2aab-4fc2-8c25-0856b5f7b081,Rp100.000,5.0,,2 Hari Pengerjaan2 Revisi
sribu,Grafis & Desain,Logo Design,DESAIN LOGO DESAIN KEMASAN,850000.0,5.0,,4.0,,https://www.sribu.com/id/users/qodhanrifai00/desain-logo-desain-kemasan-54ddef92-4e0a-4bd8-9db4-c15c8be853c9,Rp850.000,5.0,,4 Hari Pengerjaan4 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo Perusahaan Profesional,700000.0,5.0,,3.0,,https://www.sribu.com/id/users/efendi_QR/desain-logo-perusahaan-profesional-7783748d-c525-4c1c-82a4-760034b2b7ab,Rp700.000,5.0,,3 Hari Pengerjaan2 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo Timeless dan Modern UMKM  dan Startup,120000.0,5.0,4.0,3.0,,https://www.sribu.com/id/users/dayan.grh/desain-logo-timeless-dan-modern-umkm-dan-startup-0024d2dd-be4a-4c28-8864-a621b5ad45ea,Rp120.000,5.0,4Preview dan Revisi,3 Hari Pengerjaan2 Revisi
sribu,Grafis & Desain,Logo Design,"“Desain Logo Brand Profesional,”",1000000.0,5.0,,7.0,,https://www.sribu.com/id/users/MustikaHadi01/desain-logo-brand-profesional-0a7bc2ba-2288-4e0d-9d99-b0c50a104a2a,Rp1.000.000,5.0,,7 Hari Pengerjaan2 Revisi
sribu,Grafis & Desain,Logo Design,Logo Design,450000.0,5.0,,5.0,,https://www.sribu.com/id/users/fathatanata/logo-design-271116ff-a20c-4c4c-895a-13faab0cede2,Rp450.000,5.0,,5 Hari Pengerjaan3 Revisi
sribu,Grafis & Desain,Logo Design,Logo Brand Guideline untuk Bisnis,650000.0,5.0,,3.0,,https://www.sribu.com/id/users/DiblyStudio/logo-brand-guideline-untuk-bisnis-4a8e6f30-eeb1-431c-83fd-ab269caf2e75,Rp650.000,5.0,Ulasan dari Pembeli,3 Hari Pengerjaan10 Revisi
sribu,Grafis & Desain,Logo Design,"Desain Logo  Profesional, Kreatif dan Kekinian",800000.0,5.0,,2.0,,https://www.sribu.com/id/users/odonbagedon/desain-logo-profesional-kreatif-dan-kekinian-83daf0d5-1928-402b-8a62-822fcb16bba6,Rp800.000,5.0,,2 Hari Pengerjaan2 Revisi
sribu,Grafis & Desain,Logo Design,"Desain Logo UMKM, Bisnis Murah Berkualitas",250000.0,5.0,,7.0,,https://www.sribu.com/id/users/artfull.studio/desain-logo-umkm-bisnis-murah-berkualitas-223c4d96-58cd-455b-95fa-802ba4b37ecb,Rp250.000,5.0,,Respon Chat7 hariProyek Berjalan0
sribu,Grafis & Desain,Logo Design,Jasa Desain Logo Sekolah Profesional,250000.0,5.0,,7.0,,https://www.sribu.com/id/users/artfull.studio/jasa-desain-logo-sekolah-profesional-1a981713-6630-4c4b-b90d-a9cf938e37a6,Rp250.000,5.0,,Respon Chat7 hariProyek Berjalan0
sribu,Grafis & Desain,Logo Design,Desain Logo Hitam Putih Elegant,1000000.0,5.0,,1.0,,https://www.sribu.com/id/users/joysetiawan/desain-logo-hitam-putih-elegant-193d164e-7280-4ea2-a864-06509bb61285,Rp1.000.000,5.0,,1 Hari Pengerjaan2 Revisi
sribu,Grafis & Desain,Logo Design,Desain logo  modern untuk usaha ,250000.0,5.0,,1.0,,https://www.sribu.com/id/users/elwinputrabyi3/desain-logo-modern-untuk-usaha-a2be0c12-06b1-4b8e-a92e-c72cc6134257,Rp250.000,5.0,,1 Hari Pengerjaan3 Revisi
sribu,Grafis & Desain,Logo Design,Ciptakan Brand Ikonik dengan Logo Profesional !,250000.0,5.0,,1.0,,https://www.sribu.com/id/users/shareenart99/ciptakan-brand-ikonik-dengan-logo-profesional-7801cd8c-e856-4410-acac-abeafd411030,Rp250.000,5.0,,Respon Chat12 jamProyek Berjalan0
sribu,Grafis & Desain,Logo Design,Jasa Desain Logo Profesional,450000.0,5.0,,3.0,,https://www.sribu.com/id/users/lucky_lakie/jasa-desain-logo-profesional-3001529c-1400-4d26-a7eb-8ffaa32e8acd,Rp450.000,5.0,,3 Hari Pengerjaan1 Revisi
sribu,Grafis & Desain,Logo Design,Jasa Desain Logo Profesional untuk Semua Kebutuhan,160000.0,5.0,,3.0,,https://www.sribu.com/id/users/temp-vamey21533/jasa-desain-logo-profesional-untuk-semua-kebutuhan-93e0b366-114e-419d-9dbb-b186089faf46,Rp160.000,5.0,,3 Hari Pengerjaan4 Revisi
sribu,Grafis & Desain,Logo Design,Jasa Desain Logo Professional,500000.0,5.0,,2.0,,https://www.sribu.com/id/users/solihin12/jasa-desain-logo-professional-83d30397-8524-4323-942d-da57d8b6ab82,Rp500.000,5.0,,2 Hari Pengerjaan5 Revisi
sribu,Grafis & Desain,Logo Design,"Jasa Desain Logo, Banner & Edit Foto Simpel",110000.0,5.0,,1.0,,https://www.sribu.com/id/users/Fery_Gabriel/jasa-desain-logo-banner-and-edit-foto-simpel-abc9c7b6-13f6-443d-b076-bf9b78c6c0a8,Rp110.000,5.0,,1 Hari Pengerjaan2 Revisi
sribu,Grafis & Desain,Logo Design,Design Logo Estetika,200000.0,5.0,,1.0,,https://www.sribu.com/id/users/aditya2007/design-logo-estetika-932515fa-08af-4b0e-a41d-39f7556f596d,Rp200.000,5.0,,1 Hari Pengerjaan5 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo modern Minimalis,225000.0,5.0,,2.0,,https://www.sribu.com/id/users/Ammarafiz/desain-logo-modern-minimalis-64081ba4-fa43-41f1-989f-981691ec4124,Rp225.000,5.0,,2 Hari Pengerjaan1 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo Profesional Modern UMKM  Revisi 3x,99000.0,5.0,,1.0,,https://www.sribu.com/id/users/Jefri12345/desain-logo-profesional-modern-umkm-revisi-3x-1ded251c-471b-425d-bb41-5fc8abcc1794,Rp99.000,5.0,,2Pengerjaan 3 Konsep Logo Awal  1 Hari
sribu,Grafis & Desain,Logo Design,Desain Logo Perusahaan Bisnis UMKM Professional,650000.0,5.0,,1.0,,https://www.sribu.com/id/users/hditia76/desain-logo-perusahaan-bisnis-umkm-professional-a54ea7e1-0f0a-40ad-beae-976deca3718f,Rp650.000,5.0,Preview JPEG/PNG,Respon Chat1 jamProyek Berjalan0
sribu,Grafis & Desain,Logo Design,Desain Logo Profesional Perusahaan Organisasi UMKM,200000.0,5.0,,2.0,,https://www.sribu.com/id/users/Grafine./desain-logo-profesional-perusahaan-organisasi-umkm-de04f441-87b2-4a8b-9cbc-da58afdb6005,Rp200.000,5.0,Ulasan dari Pembeli,2 Hari Pengerjaan3 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo & Identitas Visual Profesional,400000.0,5.0,,1.0,,https://www.sribu.com/id/users/ifan.ds_/desain-logo-and-identitas-visual-profesional-303c2762-0e7f-4e60-8e21-8d422e086976,Rp400.000,5.0,,Respon Chat3 jamProyek Berjalan0
sribu,Grafis & Desain,Logo Design,Jasa Desain Logo Minimalis dan Konseptual,200000.0,5.0,,3.0,,https://www.sribu.com/id/users/hazarrsh/jasa-desain-logo-minimalis-dan-konseptual-73570521-535d-4236-9f06-3e27aa24c60f,Rp200.000,5.0,,3 Hari Pengerjaan2 Revisi
sribu,Grafis & Desain,Logo Design,desain logo brand makanan ,500000.0,5.0,,5.0,,https://www.sribu.com/id/users/farelalfatih/desain-logo-brand-makanan-cfa7f3ea-1f7d-4714-bd38-4e1998fcf111,Rp500.000,5.0,,5 Hari Pengerjaan10 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo Untuk Branding Bisnis/Personal,150000.0,5.0,,3.0,,https://www.sribu.com/id/users/Auvergne/desain-logo-untuk-branding-bisnispersonal-55cf10c7-c019-4132-821e-ed20a4835826,Rp150.000,5.0,,3 Hari Pengerjaan3 Revisi
sribu,Grafis & Desain,Logo Design,typography logo simple aesthetic,170000.0,5.0,,2.0,,https://www.sribu.com/id/users/Vlssx001/typography-logo-simple-aesthetic-3c8b5f13-bddb-4142-b0bc-0a9b70fbb92c,Rp170.000,5.0,,2 Hari Pengerjaan2 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo Kreatif untuk Branding Bisni,160000.0,5.0,,2.0,,https://www.sribu.com/id/users/Rudrudrud/desain-logo-kreatif-untuk-branding-bisni-b3949e47-c315-4b2b-9cbe-9c430700e470,Rp160.000,5.0,,2 Hari Pengerjaan3 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo Perusahaan dan UMKM ,1700005.0,5.0,,10.0,,https://www.sribu.com/id/users/iyanfabian/desain-logo-perusahaan-dan-umkm-451c41ad-c6a7-4584-94e4-3d0126b4485f,Rp1.700.005,5.0,,10 Hari Pengerjaan3 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo Profesional untuk Bisnis & Perusahaan,158000.0,5.0,,4.0,,https://www.sribu.com/id/users/arumkusumawardani/desain-logo-profesional-untuk-bisnis-and-perusahaan-d8b71588-94f7-4777-a792-e97f70c3a5cd,Rp158.000,5.0,,Respon Chat4 hariProyek Berjalan0
sribu,Grafis & Desain,Logo Design,Desain Logo Premium dan Profesional,500000.0,5.0,,1.0,,https://www.sribu.com/id/users/art_guss/desain-logo-premium-dan-profesional-dc67fdc5-20f6-48d1-a5d5-76caaae5ba8d,Rp500.000,5.0,,Respon Chat1 hariProyek Berjalan0
sribu,Grafis & Desain,Logo Design,Jasa Desain Logo &  Brand Identity,150000.0,5.0,,2.0,,https://www.sribu.com/id/users/MoodyMood/jasa-desain-logo-and-brand-identity-a1b9979d-05b4-4bef-8c8f-6688cddce658,Rp150.000,5.0,,2 Hari Pengerjaan2 Revisi
sribu,Grafis & Desain,Logo Design,LOGO and BRAND IDENTITY,350000.0,5.0,,3.0,,https://www.sribu.com/id/users/NCHO.ID_/logo-and-brand-identity-38c5eb5e-dab7-4478-9171-bd6dc8d4becb,Rp350.000,5.0,,3 Hari Pengerjaan1 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo profesional gratis animasinya,250000.0,5.0,,1.0,,https://www.sribu.com/id/users/hamkatoday/desain-logo-profesional-gratis-animasinya-55df645a-89ca-467b-bb2c-ca512a125769,Rp250.000,5.0,,1 Hari Pengerjaan2 Revisi
sribu,Grafis & Desain,Logo Design,Jasa Desain Logo Minimalis Profesional untuk UMKM ,500000.0,5.0,,3.0,,https://www.sribu.com/id/users/qube_std/jasa-desain-logo-minimalis-profesional-untuk-umkm-f3964416-0646-4efd-9b8e-6291e237f982,Rp500.000,5.0,,3 Hari Pengerjaan2 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo Kreatif Logo & Brand Identitiy,250000.0,5.0,,3.0,,https://www.sribu.com/id/users/nazlanrdna/desain-logo-kreatif-logo-and-brand-identitiy-3b669552-b5bb-4008-9d69-4d23496bd541,Rp250.000,5.0,,3 Hari Pengerjaan1 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo HUT / Anniversary Resmi,199000.0,5.0,,26.0,,https://www.sribu.com/id/users/roma_diksi/desain-logo-hut-anniversary-resmi-3cf40bf1-c8ad-45c2-910f-00f475102317,Rp199.000,5.0,,Respon Chat26 hariProyek Berjalan0
sribu,Grafis & Desain,Logo Design,Desain Logo Bagus,500000.0,5.0,,2.0,,https://www.sribu.com/id/users/VIRALLEDESIGN/desain-logo-bagus-b4f701dd-4d4e-41e1-b1b3-8445b6223817,Rp500.000,5.0,,2 Hari Pengerjaan2 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo startup yang tidak hanya simple tapi ,1100000.0,5.0,,10.0,,https://www.sribu.com/id/users/Tenma.std/desain-logo-startup-yang-tidak-hanya-simple-tapi-3f390a82-bffb-4f29-b662-53a7fad08c6c,Rp1.100.000,5.0,,Promo berakhir dalam 10 Hari Lagi!
sribu,Grafis & Desain,Logo Design, Desain Logo Profesional,150000.0,5.0,,2.0,,https://www.sribu.com/id/users/Hittastudio/desain-logo-profesional-06fefc44-bbed-4b3c-bd5f-bbffaf240682,Rp150.000,5.0,,2 Hari Pengerjaan1 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo Kreatif untuk Branding  Bisnis,150000.0,5.0,,2.0,,https://www.sribu.com/id/users/ramaa1101/desain-logo-kreatif-untuk-branding-bisnis-19876378-92d4-4d8a-bc99-f41855f33a20,Rp150.000,5.0,,2 Hari Pengerjaan1 Revisi
sribu,Grafis & Desain,Logo Design,Jasa Desain Logo Jakarta Selatan Hemat Bergaransi,500000.0,,,2.0,,https://www.sribu.com/id/users/desainjeges/jasa-desain-logo-jakarta-selatan-hemat-bergaransi-a9fb6a51-5938-4fd5-bee8-1fee37d96b15,Rp500.000,,,2 Hari Pengerjaan6 Revisi
sribu,Grafis & Desain,Logo Design,Jasa Desain Logo Murah  Profesional untuk UMKM  ,150000.0,5.0,,3.0,,https://www.sribu.com/id/users/PhatHaoArt/jasa-desain-logo-murah-profesional-untuk-umkm-8ef4775a-33f7-4021-abda-629ad5b86446,Rp150.000,5.0,,Durasi: 2–3 Hari Kerja
sribu,Grafis & Desain,Logo Design,Design logo kreatif untuk Branding Bisnis ,100000.0,5.0,,3.0,,https://www.sribu.com/id/users/arejontor24/design-logo-kreatif-untuk-branding-bisnis-7005c16e-7bb9-4a83-9501-88da270e3bfa,Rp100.000,5.0,,3 Hari Pengerjaan1 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo Perusahaan Bisnis UMKM dan Sosmed prom,500000.0,5.0,,4.0,,https://www.sribu.com/id/users/Bang_rik/desain-logo-perusahaan-bisnis-umkm-dan-sosmed-prom-b6e31161-c988-45ef-a1cb-3f58656bcff3,Rp500.000,5.0,,4 Hari Pengerjaan2 Revisi
sribu,Grafis & Desain,Logo Design,DesainFirman,100000.0,5.0,,2.0,,https://www.sribu.com/id/users/DesainFirman/desainfirman-74b88475-a6ea-4074-9d09-408731f58336,Rp100.000,5.0,,2 Hari Pengerjaan3 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo Kreatif untuk Branding Bisnis,500000.0,5.0,,3.0,,https://www.sribu.com/id/users/arain.design/desain-logo-kreatif-untuk-branding-bisnis-2c36f765-7523-4cbd-ac20-0fd4ad02b2ca,Rp500.000,5.0,,3 Hari Pengerjaan7 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo Kreatif untuk Bisnis Anda,1500000.0,5.0,,5.0,,https://www.sribu.com/id/users/rizz./desain-logo-kreatif-untuk-bisnis-anda-0e1a5994-6c95-4dc1-8d64-c6f80abc7442,Rp1.500.000,5.0,,5 Hari Pengerjaan6 Revisi
sribu,Grafis & Desain,Logo Design,"Desain Logo Perusahaan, Bisnis, UMKM Professional",100000.0,5.0,,2.0,,https://www.sribu.com/id/users/owiedsgn/desain-logo-perusahaan-bisnis-umkm-professional-390cfdd0-9f42-4588-96f2-5a2f9dbfbf8d,Rp100.000,5.0,Ulasan dari Pembeli,- Estimasi 1-2Hari
sribu,Grafis & Desain,Logo Design,"Desain  Logo Super Cepat untuk Bisnis, Organisasi, UKM dan lainnya",150000.0,5.0,,1.0,,https://www.sribu.com/id/users/arifilma27/desain-logo-super-cepat-untuk-bisnis-organisasi-ukm-dan-lainnya-f23358ff-a7ad-4f58-ba81-b6879f10bf9a,Rp150.000,5.0,,1 Hari Pengerjaan1 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo Perusahaan Bisnis Label dll,100000.0,5.0,,1.0,,https://www.sribu.com/id/users/IndryCha/desain-logo-perusahaan-bisnis-label-dll-43c34540-353f-4984-9cb6-9a0e5d58590f,Rp100.000,5.0,,1 Hari Pengerjaan1 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo Kreatif untuk Branding Bisnis,349000.0,5.0,,7.0,,https://www.sribu.com/id/users/Muh.Faizal/desain-logo-kreatif-untuk-branding-bisnis-ee67671c-3980-4094-9af4-3eb4343ccd5d,Rp349.000,5.0,,7 Hari Pengerjaan1 Revisi
sribu,Grafis & Desain,Logo Design,Desain logo dan membangun Brand Anda,250000.0,,,3.0,,https://www.sribu.com/id/users/Driansyaaa/desain-logo-dan-membangun-brand-anda-7ad9c88c-942e-4474-8020-60a800ba8b43,Rp250.000,,,3 Hari Pengerjaan2 Revisi
sribu,Grafis & Desain,Logo Design,Jasa Desain Logo #Murah #SribuinAja!,300000.0,5.0,,1.0,,https://www.sribu.com/id/users/ricohdyatullah_/jasa-desain-logo-murah-sribuinaja-7c4258fa-c3c7-4af2-8f90-22826b4ba003,Rp300.000,5.0,,Pengerjaan hanya 1 hari
sribu,Grafis & Desain,Logo Design,Desain Logo Perusahaan Bisnis UMKM Professional,1000000.0,5.0,,2.0,,https://www.sribu.com/id/users/irfanarif/desain-logo-perusahaan-bisnis-umkm-professional-bfb9d725-8e0a-449c-96bc-75f05ab3c803,Rp1.000.000,5.0,,2 Hari Pengerjaan3 Revisi
sribu,Grafis & Desain,Logo Design,desain logo simple dan modern,400000.0,5.0,,1.0,,https://www.sribu.com/id/users/WuihStudio/desain-logo-simple-dan-modern-48a7b363-62a0-4405-81a6-080ac939e9a1,Rp400.000,5.0,,1 Hari Pengerjaan3 Revisi
sribu,Grafis & Desain,Logo Design,"Desain Logo Profesional, Murah, dan Cepat!",300000.0,5.0,,3.0,,https://www.sribu.com/id/users/dagustia/desain-logo-profesional-murah-dan-cepat-6c1318e3-2ddf-4b4f-b102-4a17a80412e9,Rp300.000,5.0,,3 Hari Pengerjaan
sribu,Grafis & Desain,Logo Design,Desain Logo Profesional,3000000.0,5.0,,1.0,,https://www.sribu.com/id/users/aldandesign/desain-logo-profesional-0e48929c-793f-435f-a02f-56ff8caa3cce,Rp3.000.000,5.0,,Respon Chat5 jamProyek Berjalan0
sribu,Grafis & Desain,Logo Design,Jasa Desain Logo Profesional Unik  Berkarakter,120000.0,5.0,,1.0,,https://www.sribu.com/id/users/aguss135/jasa-desain-logo-profesional-unik-berkarakter-ce951196-1bc9-43b8-ad14-b6ff3f4a998e,Rp120.000,5.0,,Waktu pengerjaan 1 hari
sribu,Grafis & Desain,Logo Design,"Desain Logo Perusahaan, Bisnis dan UMKM",125000.0,5.0,,2.0,,https://www.sribu.com/id/users/media_tama/desain-logo-perusahaan-bisnis-dan-umkm-b9baf1cb-c3a8-488c-8522-f793e6ab67b4,Rp125.000,5.0,,Waktu Pengiriman : 1-2 hari
sribu,Grafis & Desain,Logo Design,Desain Logo Kreatif  Branding Guideline,1119000.0,5.0,,3.0,,https://www.sribu.com/id/users/wiserstudio/desain-logo-kreatif-branding-guideline-78673da0-dda3-4549-83f4-caca2bede170,Rp1.119.000,5.0,,3 Hari Pengerjaan1 Revisi
sribu,Grafis & Desain,Logo Design,design logo ,150000.0,5.0,,2.0,,https://www.sribu.com/id/users/PauziDesign/design-logo-e7e230cd-5760-41e0-a2cf-a363fae69d83,Rp150.000,5.0,,Pengerjaan 1–2 hari
sribu,Grafis & Desain,Logo Design,Desain Logo Cafe Restoran Makanan dan UMKM,300000.0,5.0,,2.0,,https://www.sribu.com/id/users/ryandamayoga/desain-logo-cafe-restoran-makanan-dan-umkm-12c55721-c410-47a6-9bf1-89b49b77f6cf,Rp300.000,5.0,,• Pengerjaan 1-2 Hari Kerja
sribu,Grafis & Desain,Logo Design,Desain Logo Elegan Brand Fashion dan kosmetik,300000.0,5.0,,2.0,,https://www.sribu.com/id/users/ryandamayoga/desain-logo-elegan-brand-fashion-dan-kosmetik-e87f059b-64a8-4ec0-954f-b7ae8ebd0b0a,Rp300.000,5.0,,• Pengerjaan 1-2 Hari Kerja
sribu,Grafis & Desain,Logo Design,PROFESIONAL DESIGN OR REDESAIN LOGO,300000.0,5.0,,2.0,,https://www.sribu.com/id/users/kang_haris/profesional-design-or-redesain-logo-ef62fb07-adaa-44bf-8fe2-475afb4e1186,Rp300.000,5.0,,2 Hari Pengerjaan5 Revisi
sribu,Grafis & Desain,Logo Design,JASA DESAIN LOGO SIMPLE DAN MODERN,120000.0,5.0,,5.0,,https://www.sribu.com/id/users/vanchavan/jasa-desain-logo-simple-dan-modern-a2cc2adc-ed33-4885-8852-987cf3bc57da,Rp120.000,5.0,,5 Hari Pengerjaan2 Revisi
sribu,Grafis & Desain,Logo Design,Jasa Desain Logo Bisnis Perusahaan dan UMKM,500000.0,5.0,,3.0,,https://www.sribu.com/id/users/etnyc.design/jasa-desain-logo-bisnis-perusahaan-dan-umkm-6292c837-4023-45e9-b332-e11367567f49,Rp500.000,5.0,,Pengerjaan 3 Hari
sribu,Grafis & Desain,Logo Design,"Desain Logo Perusahaan, Bisnis, UMKM Professional ",130000.0,5.0,,3.0,,https://www.sribu.com/id/users/arief_sant/desain-logo-perusahaan-bisnis-umkm-professional-08c0453d-dd0c-40a5-924b-a6a7fa5e078a,Rp130.000,5.0,,3 Hari Pengerjaan1 Revisi
sribu,Grafis & Desain,Logo Design,Desain Logo Kreatif untuk UMKM & Bisnis,99000.0,5.0,,1.0,,https://www.sribu.com/id/users/sfdesign/desain-logo-kreatif-untuk-umkm-and-bisnis-116a083b-2104-4266-9c53-fe7e1d743e77,Rp99.000,5.0,,1 Hari Pengerjaan1 Revisi
sribu,Penulisan & Penerjemahan,Penerjemahan,"(CEPAT dan BISA REVISI) Penerjemah Bahasa Arab. Cepat, Akurat, dan Valid Sesuai Kaidah Bahasa Arab",99000.0,5.0,,1.0,,https://www.sribu.com/id/users/syifahumairah/cepat-dan-bisa-revisi-penerjemah-bahasa-arab-cepat-akurat-dan-valid-sesuai-kaidah-bahasa-arab-e5f41c5d-71d5-43be-9796-f2fb05849f2b,Rp99.000,5.0,Ulasan dari Pembeli,1 Hari Pengerjaan1 Revisi
sribu,Penulisan & Penerjemahan,Penerjemahan,TRANSLATE PENERJEMAHAN IND-ENG & ENG-IND (SELESAI 1 HARI),99000.0,5.0,,4.0,,https://www.sribu.com/id/users/dankristopher_/translate-penerjemahan-ind-eng-and-eng-ind-selesai-1-hari-ce57ce07-a5e8-438b-ae7b-cbbcd6bff71d,Rp99.000,5.0,Ulasan dari Pembeli,Respon Chat4 hariProyek Berjalan0
sribu,Penulisan & Penerjemahan,Penerjemahan,Terjemahan Inggris ke Indonesia,100000.0,5.0,,2.0,,https://www.sribu.com/id/users/Nyoman_Adhi/terjemahan-inggris-ke-indonesia-ad715911-4487-4028-8060-2acc2def7bc6,Rp100.000,5.0,,2 Hari Pengerjaan1 Revisi
sribu,Penulisan & Penerjemahan,Penerjemahan,Jasa Terjemahan Indonesia - English Dan Sebaliknya,135000.0,5.0,,2.0,,https://www.sribu.com/id/users/Ms.dechay/jasa-terjemahan-indonesia-english-dan-sebaliknya-c81f533f-94e7-4b47-94e0-39a017ceb62b,Rp135.000,5.0,,2 Hari Pengerjaan1 Revisi
sribu,Penulisan & Penerjemahan,Penerjemahan,Jasa terjemah Arab Indonesia dan sebaliknya,100000.0,5.0,,2.0,,https://www.sribu.com/id/users/huseinaly/jasa-terjemah-arab-indonesia-dan-sebaliknya-fa807b2c-346e-4203-b289-c76fe207ec97,Rp100.000,5.0,,2 Hari Pengerjaan0 Revisi
sribu,Penulisan & Penerjemahan,Penerjemahan,Layanan Terjemahan Mandarin ke Indonesia,100000.0,5.0,,5.0,,https://www.sribu.com/id/users/jeremy007/layanan-terjemahan-mandarin-ke-indonesia-5caf4084-9697-4e7e-828c-37531bd13ee4,Rp100.000,5.0,,5 Hari Pengerjaan2 Revisi
sribu,Penulisan & Penerjemahan,Penerjemahan,Jasa Terjemahan Dokumen & Artikel (Indo-Eng),100000.0,5.0,,1.0,,https://www.sribu.com/id/users/salwaninna/jasa-terjemahan-dokumen-and-artikel-indo-eng-a7ec7790-acd8-4992-b6f3-971e2f6bd0e2,Rp100.000,5.0,,1 Hari Pengerjaan1 Revisi
