platform,kategori_utama,sub_kategori,judul_listing,harga,rating,jumlah_order,durasi_hari,skills,url_listing,harga_raw,rating_raw,jumlah_order_raw,durasi_raw
sribu,Pemasaran & Periklanan,SEO,Paket SEO Agar Mudah Muncul di Google Search ,600000.0,5.0,,20.0,SEO,https://www.sribu.com/id/users/ombramdotcom/paket-seo-agar-mudah-muncul-di-google-search-7e6e2147-09b3-4d72-a775-9e5876397581,Rp600.000,5.0,Ulasan dari Pembeli,Respon Chat20 hariProyek Berjalan2
sribu,Pemasaran & Periklanan,SEO,Jasa Press Release dan Publikasi Media Nasional,500000.0,4.8,,1.0,,https://www.sribu.com/id/users/berkahsamawa/jasa-press-release-dan-publikasi-media-nasional-86674c5d-f389-4d63-98a4-6ae5ecc967bc,Rp500.000,4.8,Ulasan dari Pembeli,Respon Chat2 jamProyek Berjalan0
sribu,Pemasaran & Periklanan,SEO,Jasa Backlink Profile Berkualitas DA 90+ Manual,99000.0,5.0,,1.0,,https://www.sribu.com/id/users/vezuucom/jasa-backlink-profile-berkualitas-da-90-manual-80dfbab3-6b7d-421c-84de-d450df8578b7,Rp99.000,5.0,Ulasan dari Pembeli,Respon Chat3 jamProyek Berjalan1
sribu,Pemasaran & Periklanan,SEO,Jasa Review Google Maps Real User Ada Bonus ,99000.0,5.0,,1.0,,https://www.sribu.com/id/users/nawalaproject/jasa-review-google-maps-real-user-ada-bonus-b339810f-eebc-449f-bc85-e6ce62e939ee,Rp99.000,5.0,Ulasan dari Pembeli,Respon Chat1 jamProyek Berjalan17
sribu,Pemasaran & Periklanan,SEO,Jasa Admin Website Kelola SEO Optimasi Perusahaan,625000.0,5.0,,1.0,SEO,https://www.sribu.com/id/users/virstox92/jasa-admin-website-kelola-seo-optimasi-perusahaan-8f4453d1-d08c-4731-9ccb-7caca993c5e0,Rp625.000,5.0,Ulasan dari Pembeli,Respon Chat1 hariProyek Berjalan2
sribu,Pemasaran & Periklanan,SEO,Jasa SEO Website Google. On Page + Backlink,625000.0,5.0,,1.0,SEO,https://www.sribu.com/id/users/virstox92/jasa-seo-website-google-on-page-backlink-1a957ec7-5206-467d-a8cf-0ee1f30f6067,Rp625.000,5.0,Ulasan dari Pembeli,Respon Chat1 hariProyek Berjalan2
sribu,Pemasaran & Periklanan,SEO,Jasa Backlink PBN,252000.0,5.0,,7.0,,https://www.sribu.com/id/users/kevintaw/jasa-backlink-pbn-9add3502-165d-4808-9abb-0948eca0c9b8,Rp252.000,5.0,Ulasan dari Pembeli,7 Hari Pengerjaan0 Revisi
sribu,Pemasaran & Periklanan,SEO,500 Jasa Backlink PBN High DA Permanent Dofollow link,1000000.0,4.9,,17.0,,https://www.sribu.com/id/users/mrxcybernet/500-jasa-backlink-pbn-high-da-permanent-dofollow-link-99e83f61-43b4-4d5c-97ff-4a04a427fcb6,Rp1.000.000,4.9,,Respon Chat17 hariProyek Berjalan0
sribu,Pemasaran & Periklanan,SEO,Jasa Backlink PBN Murah Berkualitas Dofollow DA50+,500000.0,4.9,,1.0,,https://www.sribu.com/id/users/agaveyonatan/jasa-backlink-pbn-murah-berkualitas-dofollow-da50-a636f369-4640-4a7d-bfcd-6f98182c90df,Rp500.000,4.9,,Respon Chat20 jamProyek Berjalan1
sribu,Pemasaran & Periklanan,SEO,Optimasi Google Maps (SEO Lokal),599000.0,4.9,,30.0,SEO,https://www.sribu.com/id/users/indrabudi/optimasi-google-maps-seo-lokal-eeeb92b0-c33b-44ba-b577-a90902d4ddb2,Rp599.000,4.9,,30 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa SEO 150 Profile Backlink Dari situs HIGH DA,700000.0,5.0,,20.0,SEO,https://www.sribu.com/id/users/ombramdotcom/jasa-seo-150-profile-backlink-dari-situs-high-da-7c8616b3-d3e4-4552-8164-ed0771004b85,Rp700.000,5.0,Ulasan dari Pembeli,Respon Chat20 hariProyek Berjalan2
sribu,Pemasaran & Periklanan,SEO,Jasa SEO (Booster Link),224000.0,4.7,,7.0,SEO,https://www.sribu.com/id/users/kevintaw/jasa-seo-booster-link-71a017ad-7f5b-404f-953e-f0f67227a558,Rp224.000,4.7,Ulasan dari Pembeli,7 Hari Pengerjaan0 Revisi
sribu,Pemasaran & Periklanan,SEO,Backlink Guest post di 20 Web Media Traffik Jutaan,500000.0,5.0,,1.0,,https://www.sribu.com/id/users/nawalaproject/backlink-guest-post-di-20-web-media-traffik-jutaan-473d6ac0-81b5-4833-ade2-0488793bd3a8,Rp500.000,5.0,Ulasan dari Pembeli,Respon Chat1 jamProyek Berjalan17
sribu,Pemasaran & Periklanan,SEO,Paket Backlink PBN Premium MULAI DARI 450 RIBUAN!,450000.0,5.0,,7.0,,https://www.sribu.com/id/users/BakulBacklink/paket-backlink-pbn-premium-mulai-dari-450-ribuan-0fc8f726-4cb6-4fac-b209-b7ede41f303d,Rp450.000,5.0,Ulasan dari Pembeli,7 Hari Pengerjaan0 Revisi
sribu,Pemasaran & Periklanan,SEO,SEO Management,1500000.0,4.9,,240.0,SEO,https://www.sribu.com/id/users/krisanputih/seo-management-5e971f8c-6286-411b-aa1d-bf5b50d71cb0,Rp1.500.000,4.9,,Target Masuk Top 15 Google: 6-8 Bulan
sribu,Pemasaran & Periklanan,SEO,Jasa Optimasi SEO Google Bisnisku Profesional ,,,,,SEO,https://www.sribu.com/id/users/widyabst/jasa-optimasi-seo-google-bisnisku-profesional-9c275b73-7e1e-4c8b-8f53-8e1020b0b9ef,,,,
sribu,Pemasaran & Periklanan,SEO,Jasa seo termurah dan termudah untuk jadi sukses,500000.0,4.9,,5.0,SEO,https://www.sribu.com/id/users/KelvinBriant/jasa-seo-termurah-dan-termudah-untuk-jadi-sukses-6a5b44f6-d0e9-443a-9589-39c2a6fbf69d,Rp500.000,4.9,,5 Hari Pengerjaan5 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa SEO Terpercaya Murah Amanah,3350000.0,4.9,,90.0,SEO,https://www.sribu.com/id/users/khansa/jasa-seo-terpercaya-murah-amanah-8524a568-6b1e-411a-8ebf-c47d2cf4f9f6,Rp3.350.000,4.9,,Minimal mengambil paket untuk 3 bulan
sribu,Pemasaran & Periklanan,SEO,Jasa Content Placement All Niche & Sponsored Post,180000.0,4.9,,3.0,,https://www.sribu.com/id/users/penulisgarut/jasa-content-placement-all-niche-and-sponsored-post-dfc4aea0-99fc-4dab-9fa8-5844d56da338,Rp180.000,4.9,,3 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa SEO Profesional,560000.0,4.9,,7.0,SEO,https://www.sribu.com/id/users/CyberTech/jasa-seo-profesional-7f473575-69fa-4430-8322-027dc9dc3e6b,Rp560.000,4.9,,7 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa SEO Specialist Profesional Optimasi Website,500000.0,4.9,,7.0,SEO,https://www.sribu.com/id/users/DwikiAja/jasa-seo-specialist-profesional-optimasi-website-928c5cea-f3b7-4981-9512-699d515c175d,Rp500.000,4.9,,7 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa Press Release,350000.0,4.9,,22.0,,https://www.sribu.com/id/users/finnaasriani/jasa-press-release-40fab43f-15c3-4709-a185-3f12fda8fc02,Rp350.000,4.9,,Respon Chat22 hariProyek Berjalan0
sribu,Pemasaran & Periklanan,SEO,Pembuatan web  dan SEO Search Engine Optimization,660000.0,4.9,,90.0,SEO,https://www.sribu.com/id/users/inotndesign/pembuatan-web-dan-seo-search-engine-optimization-8eb7077f-3acd-4c99-9360-597564bc5630,Rp660.000,4.9,,90 Hari Pengerjaan3 Revisi
sribu,Pemasaran & Periklanan,SEO,150 BACKLINK EDU GOV HIGHER,500000.0,4.9,,7.0,,https://www.sribu.com/id/users/yona.anthyka/150-backlink-edu-gov-higher-f3615cf5-9fd4-438c-98b5-6d3d7474b24b,Rp500.000,4.9,,7 Hari Pengerjaan3 Revisi
sribu,Pemasaran & Periklanan,SEO,2500 Backlinks SEO Package  PBN,1500000.0,4.9,,7.0,SEO,https://www.sribu.com/id/users/yona.anthyka/2500-backlinks-seo-package-pbn-dfef5b74-1b14-4552-8aa0-c01f7144d5c8,Rp1.500.000,4.9,,7 Hari Pengerjaan3 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa Seo Lokal,550000.0,4.9,,1.0,SEO,https://www.sribu.com/id/users/abdulloh.reall/jasa-seo-lokal-46111aa2-863f-4c54-bdf0-64380f8c2e0d,Rp550.000,4.9,,Respon Chat2 jamProyek Berjalan0
sribu,Pemasaran & Periklanan,SEO,Paket Backlink Pyramid 4 TIER ,1100000.0,4.9,,0.0,,https://www.sribu.com/id/users/GudangBacklink/paket-backlink-pyramid-4-tier-802e943e-248a-424b-b26e-b30d1740f15d,Rp1.100.000,4.9,,0 Hari Pengerjaan0 Revisi
sribu,Pemasaran & Periklanan,SEO,Saya Akan Ranking web Bisnis mu Dalam 3 Bulan,500000.0,4.9,,10.0,,https://www.sribu.com/id/users/astanaproject/saya-akan-ranking-web-bisnis-mu-dalam-3-bulan-91d76396-8e49-4d55-b385-6445a5577ac9,Rp500.000,4.9,,10 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,Optimasi SEO OnPage & Konten-Boost Organic Traffic,1550000.0,4.9,,61.0,SEO,https://www.sribu.com/id/users/DigitalUMKM_id/optimasi-seo-onpage-and-konten-boost-organic-traffic-713ee577-1236-41df-a780-5dc50c4f84cc,Rp1.550.000,4.9,,61 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,JASA AUTOMASI REDAKSI AI & SEO,500000.0,4.9,,1.0,SEO,https://www.sribu.com/id/users/cupitebet/jasa-automasi-redaksi-ai-and-seo-df54f3b1-d6b3-4882-aba9-2c0dbe09962e,Rp500.000,4.9,,Respon Chat13 jamProyek Berjalan0
sribu,Pemasaran & Periklanan,SEO,PAKET BACKLINK PBN ID,750000.0,5.0,,15.0,,https://www.sribu.com/id/users/BakulBacklink/paket-backlink-pbn-id-5c429201-5771-4077-94e9-f7d30367629c,Rp750.000,5.0,,15 Hari Pengerjaan0 Revisi
sribu,Pemasaran & Periklanan,SEO,Menaikkan DA (Domain Authority) Web hingga 30+,550000.0,4.9,,20.0,,https://www.sribu.com/id/users/seomurah/menaikkan-da-domain-authority-web-hingga-30-43048213-4b20-49aa-9a44-67519689830f,Rp550.000,4.9,,20 Hari Pengerjaan0 Revisi
sribu,Pemasaran & Periklanan,SEO,50 Backlink Indonesia di Dalam Artikel DA 40,1650000.0,4.9,,7.0,,https://www.sribu.com/id/users/seomurah/50-backlink-indonesia-di-dalam-artikel-da-40-3c5ef624-9eb2-406d-b9e4-0a218fcf1a85,Rp1.650.000,4.9,,7 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,5000 Contextual Jasa SEO Backlinks Web 20,500000.0,4.9,,7.0,SEO,https://www.sribu.com/id/users/seomurah/5000-contextual-jasa-seo-backlinks-web-20-4beef6b9-baf3-46e9-bc9f-5256ca87f9f1,Rp500.000,4.9,,7 Hari Pengerjaan0 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa SEO Multi Tiered Terbaik untuk Naikkan Rank,3500000.0,4.9,,9.0,SEO,https://www.sribu.com/id/users/seomurah/jasa-seo-multi-tiered-terbaik-untuk-naikkan-rank-57b33de2-07b9-4818-af48-d6c5c247e834,Rp3.500.000,4.9,,9 Hari Pengerjaan0 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa Seo Spesialist Paket Basic,1500000.0,4.9,,3.0,SEO,https://www.sribu.com/id/users/technouniverse/jasa-seo-spesialist-paket-basic-6469b08d-7625-4b9c-836a-bc3374f3db72,Rp1.500.000,4.9,,3 Hari Pengerjaan2 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa Seo Spesialist Paket Standart,3000000.0,4.9,,3.0,SEO,https://www.sribu.com/id/users/technouniverse/jasa-seo-spesialist-paket-standart-cfb48295-2257-4e0a-9099-537fb77bd4e6,Rp3.000.000,4.9,,3 Hari Pengerjaan2 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa SEO Website: Maksimalkan Potensi Terbaik,500000.0,5.0,,1.0,SEO,https://www.sribu.com/id/users/andrinong/jasa-seo-website-maksimalkan-potensi-terbaik-ccba15ed-8abb-4da2-b02c-d539e9193988,Rp500.000,5.0,,1 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa SEO On Page Profesional,600000.0,5.0,,1.0,SEO,https://www.sribu.com/id/users/andrinong/jasa-seo-on-page-profesional-178e83a8-6bd8-4442-b155-886ecb46aee7,Rp600.000,5.0,,1 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa SEO Content Writer  Bahasa Indonesia Cepat Be,750000.0,5.0,,6.0,SEO,https://www.sribu.com/id/users/andrinong/jasa-seo-content-writer-bahasa-indonesia-cepat-be-f578c642-79ff-487e-acc9-6eb60a3d4d03,Rp750.000,5.0,,6 Hari Pengerjaan2 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa Seo bulanan  Untuk UMKM Hingga Perusahaan,6000000.0,4.9,,90.0,SEO,https://www.sribu.com/id/users/faisalamar/jasa-seo-bulanan-untuk-umkm-hingga-perusahaan-23b3103c-1c0c-4250-a742-d0f70a769a27,Rp6.000.000,4.9,,90 Hari Pengerjaan2 Revisi
sribu,Pemasaran & Periklanan,SEO,MURAH Jasa Backlink PBN High DA Permanent Dofollow,1000000.0,4.9,,1.0,,https://www.sribu.com/id/users/kabarify.id/murah-jasa-backlink-pbn-high-da-permanent-dofollow-37225823-b385-436c-a76a-56a4dd7fee7d,Rp1.000.000,4.9,,1 Hari Pengerjaan0 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa Backlink Berkualitas Terbaik Dan Aman,500000.0,4.9,,15.0,,https://www.sribu.com/id/users/rifaldi99/jasa-backlink-berkualitas-terbaik-dan-aman-b8ec4f2e-7aee-4b3e-881b-dff2f73a92e3,Rp500.000,4.9,,15 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,Backlink Guest Post / Advertorial Portal Berita,500000.0,4.9,,1.0,,https://www.sribu.com/id/users/adjieprasetyo/backlink-guest-post-advertorial-portal-berita-cbe874ce-70f4-4848-b617-571260323553,Rp500.000,4.9,,1 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa Content Placement di Website Finansial ,500000.0,4.9,,1.0,,https://www.sribu.com/id/users/dytranugraha/jasa-content-placement-di-website-finansial-44a47021-f2c9-447a-bcd4-9aa21db9cd21,Rp500.000,4.9,,1 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,"I will Increase Majestic Trust Flow, Majestic TF 30 plus",500000.0,4.9,,30.0,,https://www.sribu.com/id/users/seoexpert8993/i-will-increase-majestic-trust-flow-majestic-tf-30-plus-e8edf84b-6159-4efc-88bc-7b0be5182d18,Rp500.000,4.9,,30 Hari Pengerjaan0 Revisi
sribu,Pemasaran & Periklanan,SEO,"Murah , Powerful : 500 Edu + 1000 Contectual Wiki - Pertamax Backlink untuk Page One Google",500000.0,4.9,,1.0,,https://www.sribu.com/id/users/mentarilab/murah-powerful-500-edu-1000-contectual-wiki-pertamax-backlink-untuk-page-one-google-01798d50-fc40-44b9-acb6-db214291d004,Rp500.000,4.9,,Respon Chat3 jamProyek Berjalan0
sribu,Pemasaran & Periklanan,SEO,SEO Search Engine Optimization ,7500000.0,4.9,,30.0,SEO,https://www.sribu.com/id/users/ahuseinfauzi/seo-search-engine-optimization-914951cd-3435-4898-ba23-90f789cab6d1,Rp7.500.000,4.9,,30 Hari Pengerjaan2 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa SEO Profesional untuk Website Bisnis,850000.0,4.9,,1.0,SEO,https://www.sribu.com/id/users/JagoSeo1/jasa-seo-profesional-untuk-website-bisnis-24db66df-a74f-48be-8cc8-8012a54bda6c,Rp850.000,4.9,,Respon Chat12 jamProyek Berjalan0
sribu,Pemasaran & Periklanan,SEO,Jasa SEO Murah Berkualitas untuk meningkatkan SERP,650000.0,4.9,,1.0,SEO,https://www.sribu.com/id/users/JagoSeo1/jasa-seo-murah-berkualitas-untuk-meningkatkan-serp-ed8a6776-e57b-4dec-a532-804f07e09018,Rp650.000,4.9,,Respon Chat12 jamProyek Berjalan0
sribu,Pemasaran & Periklanan,SEO,Backlink ID untuk Meningkatkan SERP Website,850000.0,4.9,,1.0,,https://www.sribu.com/id/users/JagoSeo1/backlink-id-untuk-meningkatkan-serp-website-c1dc4d8c-850e-41d1-b9b7-6034fae27969,Rp850.000,4.9,,Respon Chat12 jamProyek Berjalan0
sribu,Pemasaran & Periklanan,SEO,Jasa Optimasi Website SEO ON PAGE &OFF PAGE Murah,2000000.0,4.9,,30.0,SEO,https://www.sribu.com/id/users/Juaniyuna/jasa-optimasi-website-seo-on-page-andoff-page-murah-a913f3be-86f5-4113-a754-d6df92ddd532,Rp2.000.000,4.9,,30 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,JASA SEO PLATINUM 5 MEDIA NASIONAL,1500000.0,4.9,,7.0,SEO,https://www.sribu.com/id/users/notisagency/jasa-seo-platinum-5-media-nasional-34f2f929-8b1a-4032-a472-931fd80d9daa,Rp1.500.000,4.9,,7 Hari Pengerjaan3 Revisi
sribu,Pemasaran & Periklanan,SEO,Pembuatan Artikel SEO ,500000.0,4.9,,3.0,SEO,https://www.sribu.com/id/users/ovaforlendy/pembuatan-artikel-seo-4dc3a762-0ff5-4fa7-b9f2-72d99a8a2ccd,Rp500.000,4.9,,3 Hari Pengerjaan3 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa Penulisan Artikel Profesional  SEO Friendly,500000.0,4.9,,1.0,SEO,https://www.sribu.com/id/users/AGIL_SIROZ/jasa-penulisan-artikel-profesional-seo-friendly-7a44f0d3-5fc5-4c66-8c47-d8c7af6b12f8,Rp500.000,4.9,,1 Hari Pengerjaan2 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa Optimasi SEO Website dan Konten Planning   ,500000.0,4.9,,7.0,SEO,https://www.sribu.com/id/users/sodiq___/jasa-optimasi-seo-website-dan-konten-planning-657620f1-265b-43c6-b1da-afe5c32d3ec4,Rp500.000,4.9,,Durasi 7 Hari
sribu,Pemasaran & Periklanan,SEO,Jasa Pembuatan Backlink,800000.0,4.9,,7.0,,https://www.sribu.com/id/users/Toko_SEO/jasa-pembuatan-backlink-a859660f-a2af-484f-b7e7-9f839f0e3d3d,Rp800.000,4.9,,7 Hari Pengerjaan0 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa Backlink  ID / Indonesia,750000.0,4.9,,7.0,,https://www.sribu.com/id/users/Toko_SEO/jasa-backlink-id-indonesia-09d7f732-3fb7-430f-aee0-465256a73f0b,Rp750.000,4.9,,7 Hari Pengerjaan0 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa Backlink PBN 2.0 Bertoritas Tinggi,500000.0,4.9,,5.0,,https://www.sribu.com/id/users/BacklinkSEO/jasa-backlink-pbn-20-bertoritas-tinggi-87e3b2fd-3df3-497d-8f89-888a37507ac5,Rp500.000,4.9,,5 Hari Pengerjaan2 Revisi
sribu,Pemasaran & Periklanan,SEO,Bundel Backlink Media Nasional Terindeks G News,900000.0,4.9,,4.0,,https://www.sribu.com/id/users/BacklinkSEO/bundel-backlink-media-nasional-terindeks-g-news-ec4e20db-c717-4ab7-9667-bd3148eba2b1,Rp900.000,4.9,,4 Hari Pengerjaan2 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa Search Engine Optimization dan Google Ads,800000.0,4.9,,3.0,Google Ads,https://www.sribu.com/id/users/mochamadrafik/jasa-search-engine-optimization-dan-google-ads-3f5c9968-adda-4b22-bca4-dadd7d4e0183,Rp800.000,4.9,,3 Hari Pengerjaan3 Revisi
sribu,Pemasaran & Periklanan,SEO,jasa backlink MachMachines,500000.0,4.9,,1.0,,https://www.sribu.com/id/users/gugik.id/jasa-backlink-machmachines-4c4d8137-a02a-4f02-82b8-246af3d8cdc3,Rp500.000,4.9,,1 Hari Pengerjaan2 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa SEO Optimasi Website | Site SEO Audit/Onpage,500000.0,4.9,,1.0,SEO,https://www.sribu.com/id/users/PadmaParamitha/jasa-seo-optimasi-website-or-site-seo-auditonpage-34137b03-9ad7-4c4d-bd37-cce406052c8b,Rp500.000,4.9,,1 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,"Jasa SEO, Jasa Posting Produk  ke 1000 Web",750000.0,4.9,,3.0,SEO,https://www.sribu.com/id/users/Haeruddinleno/jasa-seo-jasa-posting-produk-ke-1000-web-9051d9ce-c082-4bfc-8560-0be68aae2244,Rp750.000,4.9,,3 Hari Pengerjaan3 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa Iklan Google Ads Profesional Mulai Rp700 ribu,700000.0,4.9,,14.0,Google Ads,https://www.sribu.com/id/users/ekadiansyahputra/jasa-iklan-google-ads-profesional-mulai-rp700-ribu-94eda13d-f1c1-4fb1-961c-9a2f7a774f96,Rp700.000,4.9,,14 Hari Pengerjaan3 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa Penulisan Artikel SEO & Rewrite Konten,610000.0,4.9,,9685.0,SEO,https://www.sribu.com/id/users/trumpquote/jasa-penulisan-artikel-seo-and-rewrite-konten-ce4f6d2b-9001-448e-959f-39da59d914dc,Rp610.000,4.9,,Promo berakhir dalam 9685 Hari Lagi!
sribu,Pemasaran & Periklanan,SEO, SEO Service  Naikkan Trafik Tanpa Iklan,1500000.0,4.9,,30.0,SEO,https://www.sribu.com/id/users/secondsonseo/seo-service-naikkan-trafik-tanpa-iklan-a158ab3b-bd1f-4e35-b1ab-8007c523d14e,Rp1.500.000,4.9,,30 Hari Pengerjaan30 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa Audit SEO,950000.0,4.9,,3.0,SEO,https://www.sribu.com/id/users/_prasetio/jasa-audit-seo-83f11ad7-53e0-49f9-b8d8-dccdf03776f8,Rp950.000,4.9,,3 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa SEO Website Profesional dan Murah,600000.0,4.9,,1.0,SEO,https://www.sribu.com/id/users/ibilswidodo/jasa-seo-website-profesional-dan-murah-7e2f7e26-fbd1-4e73-b518-74f960219402,Rp600.000,4.9,,1 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa Backlink for Articles,669000.0,4.9,,10.0,,https://www.sribu.com/id/users/angga_purwana/jasa-backlink-for-articles-40952e16-858d-40e2-8b42-2b3dfce3c124,Rp669.000,4.9,,10 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,Layanan SEO Specialist,500000.0,4.9,,2.0,SEO,https://www.sribu.com/id/users/techmediabangsa/layanan-seo-specialist-38f231fa-5da5-4a63-9861-c73d7b711494,Rp500.000,4.9,,Respon Chat2 hariProyek Berjalan0
sribu,Pemasaran & Periklanan,SEO,Optimasi SEO On-Page ,1500000.0,4.9,,240.0,SEO,https://www.sribu.com/id/users/radyastuti93/optimasi-seo-on-page-d53b9467-af80-45b4-9209-757f92114d6e,Rp1.500.000,4.9,,Target Masuk Top 15 Google: 6-8 Bulan
sribu,Pemasaran & Periklanan,SEO,Paket Jasa Backlink Building Super One,500000.0,4.9,,3.0,,https://www.sribu.com/id/users/ninobalmy/paket-jasa-backlink-building-super-one-eb22eba0-c441-467a-b185-67127bb9d138,Rp500.000,4.9,,3 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,Review Google Maps Akun Real Human,99000.0,4.9,,1.0,,https://www.sribu.com/id/users/ghaidasophia/review-google-maps-akun-real-human-3a998aae-d658-4093-bde0-740b3e0cae6a,Rp99.000,4.9,,1 Hari Pengerjaan2 Revisi
sribu,Pemasaran & Periklanan,SEO,Optimasi SEO On-Page untuk Website,500000.0,4.9,,3.0,SEO,https://www.sribu.com/id/users/helmisantosa/optimasi-seo-on-page-untuk-website-4f5aa516-4c1f-4337-b986-0e7fbf47a19b,Rp500.000,4.9,,3 Hari Pengerjaan3 Revisi
sribu,Pemasaran & Periklanan,SEO,Technical SEO Audit untuk Website,1500000.0,4.9,,5.0,SEO,https://www.sribu.com/id/users/bayuhartono99/technical-seo-audit-untuk-website-215354d4-cbb5-4790-a526-1151a6cc513e,Rp1.500.000,4.9,,5 Hari Pengerjaan2 Revisi
sribu,Pemasaran & Periklanan,SEO,Paket Sponsorship di pojokjakarta.com,500000.0,4.9,,2.0,,https://www.sribu.com/id/users/ninobalmy/paket-sponsorship-di-pojokjakartacom-9070b62f-a2c6-4834-816b-78f51932c878,Rp500.000,4.9,,2 Hari Pengerjaan2 Revisi
sribu,Pemasaran & Periklanan,SEO,Content Placement 150k ke Blog 1000 views aktif,150000.0,4.9,,1.0,,https://www.sribu.com/id/users/Guritnoadi/content-placement-150k-ke-blog-1000-views-aktif-d62516c6-30ae-4a03-b23c-28f14d91da5f,Rp150.000,4.9,,1 Hari Pengerjaan2 Revisi
sribu,Pemasaran & Periklanan,SEO,Paket Backlink PBN DA 50+ High Metrik,1250000.0,5.0,,1.0,,https://www.sribu.com/id/users/wongndeso16/paket-backlink-pbn-da-50-high-metrik-36f14205-4296-4b74-99e1-506eb08209d5,Rp1.250.000,5.0,Ulasan dari Pembeli,Respon Chat6 jamProyek Berjalan0
sribu,Pemasaran & Periklanan,SEO,Jasa Backlink PBN High DA 100% index google,500000.0,4.9,,1.0,,https://www.sribu.com/id/users/wickspbn/jasa-backlink-pbn-high-da-100percent-index-google-c7f12b23-da6f-4c24-9c0e-95fb5b981bda,Rp500.000,4.9,,1 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,Penulisan Artikel SEO Original No AI,99000.0,4.9,,1.0,SEO,https://www.sribu.com/id/users/icarahmanisaa/penulisan-artikel-seo-original-no-ai-27ae980d-6c4d-41db-8f27-e207849b39ad,Rp99.000,4.9,,1 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,Penulisan Artikel SEO yang Unik dan Berkualitas,99000.0,4.9,,1.0,SEO,https://www.sribu.com/id/users/nialienn/penulisan-artikel-seo-yang-unik-dan-berkualitas-c8714b19-5f6e-4b96-a7ef-d3842734afe4,Rp99.000,4.9,,1 Hari Pengerjaan2 Revisi
sribu,Pemasaran & Periklanan,SEO,Guest Posting di Website INFOAJA.COM,135000.0,4.9,,1.0,,https://www.sribu.com/id/users/abedsaragih/guest-posting-di-website-infoajacom-b866b68c-6b58-4784-9797-7d575d6526c0,Rp135.000,4.9,,1 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,SEO,Jasa SEO Writer untuk Maksimalin Web Traffic Bisnis Anda,500000.0,4.9,,1.0,SEO,https://www.sribu.com/id/users/Gina_Dwi/jasa-seo-writer-untuk-maksimalin-web-traffic-bisnis-anda-8c17a8a3-c1cd-417b-a9b5-36a8773f3e54,Rp500.000,4.9,,3Pengerjaan artikel (1 hari)
sribu,Pemasaran & Periklanan,SEO,"Search Engine Optimization (SEO), Menaikan Traffic Website",1500000.0,4.9,,7.0,SEO,https://www.sribu.com/id/users/DKusrianto/search-engine-optimization-seo-menaikan-traffic-website-18088a3c-e70c-418d-a283-c4b9e002dd8b,Rp1.500.000,4.9,,7 Hari Pengerjaan1 Revisi
